2019-05-01 15:08:00,026: Key.space:
2019-05-01 15:08:00,683: 't':
2019-05-01 15:08:00,793: 'e':
2019-05-01 15:08:01,403: 'x':
2019-05-01 15:08:01,574: 't':
2019-05-01 15:08:01,965: 's':
2019-05-01 15:08:02,840: Key.space:
2019-05-01 15:08:03,511: 's':
2019-05-01 15:08:03,637: 'e':
2019-05-01 15:08:04,027: 'p':
2019-05-01 15:08:04,355: 'a':
2019-05-01 15:08:06,231: 'r':
2019-05-01 15:08:06,355: 'a':
2019-05-01 15:08:06,495: 't':
2019-05-01 15:08:06,637: 'e':
2019-05-01 15:08:06,887: 'd':
2019-05-01 15:08:07,340: Key.space:
2019-05-01 15:08:07,668: 't':
2019-05-01 15:08:07,808: 'h':
2019-05-01 15:08:08,214: 'e':
2019-05-01 15:08:08,355: 'y':
2019-05-01 15:08:08,573: Key.space:
2019-05-01 15:08:09,231: 'l':
2019-05-01 15:08:09,355: 'i':
2019-05-01 15:08:09,496: 'v':
2019-05-01 15:08:09,605: 'e':
2019-05-01 15:08:09,996: Key.space:
2019-05-01 15:08:10,401: 'i':
2019-05-01 15:08:10,559: 'n':
2019-05-01 15:08:10,778: Key.space:
2019-05-01 15:08:11,715: 'b':
2019-05-01 15:08:12,043: 'o':
2019-05-01 15:08:12,403: 'o':
2019-05-01 15:08:12,699: 'k':
2019-05-01 15:08:13,511: 'm':
2019-05-01 15:08:13,621: 'a':
2019-05-01 15:08:13,871: 'r':
2019-05-01 15:08:14,262: 'k':
2019-05-01 15:08:15,512: 's':
2019-05-01 15:08:16,137: 'g':
2019-05-01 15:08:16,246: 'r':
2019-05-01 15:08:16,637: 'o':
2019-05-01 15:08:16,886: 'v':
2019-05-01 15:08:17,323: 'e':
2019-05-01 15:08:17,793: Key.space:
2019-05-01 15:08:18,121: 'r':
2019-05-01 15:08:18,230: 'i':
2019-05-01 15:08:18,370: 'g':
2019-05-01 15:08:18,496: 'h':
2019-05-01 15:08:18,605: 't':
